Fecha;Tipo_de_festivo
29/03/2018;Navarra
29/03/2018;Valencia
29/03/2018;La Rioja
29/03/2018;Cataluña
29/03/2018;País Vasco
29/03/2018;Murcia
30/03/2018;Festivos nacionales
02/04/2018;Cataluña
02/04/2018;Andalucia
02/04/2018;Festivos nacionales
02/04/2018;Aragón
02/04/2018;Asturias
02/04/2018;Baleares
02/04/2018;Canarias
02/04/2018;Cantabria
02/04/2018;Castilla y León
02/04/2018;Castilla La Mancha
02/04/2018;Ceuta
02/04/2018;Extremadura
02/04/2018;Galicia
02/04/2018;Madrid
02/04/2018;Melilla
02/04/2018;Navarra
02/04/2018;Valencia
02/04/2018;La Rioja
02/04/2018;País Vasco
02/04/2018;Murcia
23/04/2018;Andalucia
23/04/2018;Festivos nacionales
23/04/2018;Aragón
23/04/2018;Asturias
23/04/2018;Baleares
23/04/2018;Canarias
23/04/2018;Cantabria
23/04/2018;Castilla y León
23/04/2018;Castilla La Mancha
23/04/2018;Ceuta
23/04/2018;Extremadura
23/04/2018;Galicia
23/04/2018;Madrid
23/04/2018;Melilla
23/04/2018;Navarra
23/04/2018;Valencia
23/04/2018;La Rioja
23/04/2018;Cataluña
23/04/2018;País Vasco
23/04/2018;Murcia
01/05/2018;Festivos nacionales
02/05/2018;Andalucia
02/05/2018;Festivos nacionales
02/05/2018;Aragón
02/05/2018;Asturias
02/05/2018;Baleares
02/05/2018;Canarias
02/05/2018;Cantabria
02/05/2018;Castilla y León
02/05/2018;Castilla La Mancha
02/05/2018;Ceuta
02/05/2018;Extremadura
02/05/2018;Galicia
02/05/2018;Madrid
02/05/2018;Melilla
02/05/2018;Navarra
02/05/2018;Valencia
02/05/2018;La Rioja
02/05/2018;Cataluña
02/05/2018;País Vasco
02/05/2018;Murcia
15/05/2018;Andalucia
15/05/2018;Festivos nacionales
15/05/2018;Aragón
15/05/2018;Asturias
15/05/2018;Baleares
15/05/2018;Canarias
15/05/2018;Cantabria
15/05/2018;Castilla y León
15/05/2018;Castilla La Mancha
15/05/2018;Ceuta
15/05/2018;Extremadura
15/05/2018;Galicia
15/05/2018;Madrid
15/05/2018;Melilla
15/05/2018;Navarra
15/05/2018;Valencia
15/05/2018;La Rioja
15/05/2018;Cataluña
15/05/2018;País Vasco
15/05/2018;Murcia
17/05/2018;Andalucia
17/05/2018;Festivos nacionales
17/05/2018;Aragón
17/05/2018;Asturias
17/05/2018;Baleares
17/05/2018;Canarias
17/05/2018;Cantabria
17/05/2018;Castilla y León
17/05/2018;Castilla La Mancha
17/05/2018;Ceuta
17/05/2018;Extremadura
17/05/2018;Galicia
17/05/2018;Madrid
17/05/2018;Melilla
17/05/2018;Navarra
17/05/2018;Valencia
17/05/2018;La Rioja
17/05/2018;Cataluña
17/05/2018;País Vasco
17/05/2018;Murcia
21/05/2018;Andalucia
21/05/2018;Festivos nacionales
21/05/2018;Aragón
21/05/2018;Asturias
21/05/2018;Baleares
21/05/2018;Canarias
21/05/2018;Cantabria
21/05/2018;Castilla y León
21/05/2018;Castilla La Mancha
21/05/2018;Ceuta
21/05/2018;Extremadura
21/05/2018;Galicia
21/05/2018;Madrid
21/05/2018;Melilla
21/05/2018;Navarra
21/05/2018;Valencia
21/05/2018;La Rioja
21/05/2018;Cataluña
21/05/2018;País Vasco
21/05/2018;Murcia
30/05/2018;Andalucia
30/05/2018;Festivos nacionales
30/05/2018;Aragón
30/05/2018;Asturias
30/05/2018;Baleares
30/05/2018;Canarias
30/05/2018;Cantabria
30/05/2018;Castilla y León
30/05/2018;Castilla La Mancha
30/05/2018;Ceuta
30/05/2018;Extremadura
30/05/2018;Galicia
30/05/2018;Madrid
30/05/2018;Melilla
30/05/2018;Navarra
30/05/2018;Valencia
30/05/2018;La Rioja
30/05/2018;Cataluña
30/05/2018;País Vasco
30/05/2018;Murcia
31/05/2018;Andalucia
31/05/2018;Festivos nacionales
31/05/2018;Aragón
31/05/2018;Asturias
31/05/2018;Baleares
31/05/2018;Canarias
31/05/2018;Cantabria
31/05/2018;Castilla y León
31/05/2018;Castilla La Mancha
31/05/2018;Ceuta
31/05/2018;Extremadura
31/05/2018;Galicia
31/05/2018;Madrid
31/05/2018;Melilla
31/05/2018;Navarra
31/05/2018;Valencia
31/05/2018;La Rioja
31/05/2018;Cataluña
31/05/2018;País Vasco
31/05/2018;Murcia
11/06/2018;Andalucia
11/06/2018;Andalucia
11/06/2018;Festivos nacionales
11/06/2018;Aragón
11/06/2018;Asturias
11/06/2018;Baleares
11/06/2018;Canarias
11/06/2018;Cantabria
11/06/2018;Castilla y León
11/06/2018;Castilla La Mancha
11/06/2018;Ceuta
11/06/2018;Extremadura
11/06/2018;Galicia
11/06/2018;Madrid
11/06/2018;Melilla
11/06/2018;Navarra
11/06/2018;Valencia
11/06/2018;La Rioja
11/06/2018;Festivos nacionales
11/06/2018;Aragón
11/06/2018;Asturias
11/06/2018;Baleares
11/06/2018;Canarias
11/06/2018;Cantabria
11/06/2018;Castilla y León
11/06/2018;Castilla La Mancha
11/06/2018;Ceuta
11/06/2018;Extremadura
11/06/2018;Galicia
11/06/2018;Madrid
11/06/2018;Melilla
11/06/2018;Navarra
11/06/2018;Valencia
11/06/2018;La Rioja
11/06/2018;Cataluña
11/06/2018;Cataluña
11/06/2018;País Vasco
11/06/2018;País Vasco
11/06/2018;Murcia
11/06/2018;Murcia
24/06/2018;Cataluña
24/06/2018;Andalucia
24/06/2018;Festivos nacionales
24/06/2018;Aragón
24/06/2018;Asturias
24/06/2018;Baleares
24/06/2018;Canarias
24/06/2018;Cantabria
24/06/2018;Castilla y León
24/06/2018;Castilla La Mancha
24/06/2018;Ceuta
24/06/2018;Extremadura
24/06/2018;Galicia
24/06/2018;Madrid
24/06/2018;Melilla
24/06/2018;Navarra
24/06/2018;Valencia
24/06/2018;La Rioja
24/06/2018;País Vasco
24/06/2018;Murcia
25/07/2018;Andalucia
25/07/2018;Festivos nacionales
25/07/2018;Aragón
25/07/2018;Asturias
25/07/2018;Baleares
25/07/2018;Canarias
25/07/2018;Cantabria
25/07/2018;Castilla y León
25/07/2018;Castilla La Mancha
25/07/2018;Ceuta
25/07/2018;Extremadura
25/07/2018;Galicia
25/07/2018;Madrid
25/07/2018;Melilla
25/07/2018;Navarra
25/07/2018;Valencia
25/07/2018;La Rioja
25/07/2018;Cataluña
25/07/2018;País Vasco
25/07/2018;Murcia
28/07/2018;Andalucia
28/07/2018;Festivos nacionales
28/07/2018;Aragón
28/07/2018;Asturias
28/07/2018;Baleares
28/07/2018;Canarias
28/07/2018;Cantabria
28/07/2018;Castilla y León
28/07/2018;Castilla La Mancha
28/07/2018;Ceuta
28/07/2018;Extremadura
28/07/2018;Galicia
28/07/2018;Madrid
28/07/2018;Melilla
28/07/2018;Navarra
28/07/2018;Valencia
28/07/2018;La Rioja
28/07/2018;Cataluña
28/07/2018;País Vasco
28/07/2018;Murcia
15/08/2018;Festivos nacionales
10/09/2018;Andalucia
10/09/2018;Andalucia
10/09/2018;Festivos nacionales
10/09/2018;Aragón
10/09/2018;Asturias
10/09/2018;Baleares
10/09/2018;Canarias
10/09/2018;Cantabria
10/09/2018;Castilla y León
10/09/2018;Castilla La Mancha
10/09/2018;Ceuta
10/09/2018;Extremadura
10/09/2018;Galicia
10/09/2018;Madrid
10/09/2018;Melilla
10/09/2018;Navarra
10/09/2018;Valencia
10/09/2018;La Rioja
10/09/2018;Festivos nacionales
10/09/2018;Aragón
10/09/2018;Asturias
10/09/2018;Baleares
10/09/2018;Canarias
10/09/2018;Cantabria
10/09/2018;Castilla y León
10/09/2018;Castilla La Mancha
10/09/2018;Ceuta
10/09/2018;Extremadura
10/09/2018;Galicia
10/09/2018;Madrid
10/09/2018;Melilla
10/09/2018;Navarra
10/09/2018;Valencia
10/09/2018;La Rioja
10/09/2018;Cataluña
10/09/2018;Cataluña
10/09/2018;País Vasco
10/09/2018;País Vasco
10/09/2018;Murcia
10/09/2018;Murcia
11/09/2018;Cataluña
11/09/2018;Andalucia
11/09/2018;Festivos nacionales
11/09/2018;Aragón
11/09/2018;Asturias
11/09/2018;Baleares
11/09/2018;Canarias
11/09/2018;Cantabria
11/09/2018;Castilla y León
11/09/2018;Castilla La Mancha
11/09/2018;Ceuta
11/09/2018;Extremadura
11/09/2018;Galicia
11/09/2018;Madrid
11/09/2018;Melilla
11/09/2018;Navarra
11/09/2018;Valencia
11/09/2018;La Rioja
11/09/2018;País Vasco
11/09/2018;Murcia
15/09/2018;Andalucia
15/09/2018;Festivos nacionales
15/09/2018;Aragón
15/09/2018;Asturias
15/09/2018;Baleares
15/09/2018;Canarias
15/09/2018;Cantabria
15/09/2018;Castilla y León
15/09/2018;Castilla La Mancha
15/09/2018;Ceuta
15/09/2018;Extremadura
15/09/2018;Galicia
15/09/2018;Madrid
15/09/2018;Melilla
15/09/2018;Navarra
15/09/2018;Valencia
15/09/2018;La Rioja
15/09/2018;Cataluña
15/09/2018;País Vasco
15/09/2018;Murcia
09/10/2018;Andalucia
09/10/2018;Festivos nacionales
09/10/2018;Aragón
09/10/2018;Asturias
09/10/2018;Baleares
09/10/2018;Canarias
09/10/2018;Cantabria
09/10/2018;Castilla y León
09/10/2018;Castilla La Mancha
09/10/2018;Ceuta
09/10/2018;Extremadura
09/10/2018;Galicia
09/10/2018;Madrid
09/10/2018;Melilla
09/10/2018;Navarra
09/10/2018;Valencia
09/10/2018;La Rioja
09/10/2018;Cataluña
09/10/2018;País Vasco
09/10/2018;Murcia
12/10/2018;Festivos nacionales
25/10/2018;Andalucia
25/10/2018;Festivos nacionales
25/10/2018;Aragón
25/10/2018;Asturias
25/10/2018;Baleares
25/10/2018;Canarias
25/10/2018;Cantabria
25/10/2018;Castilla y León
25/10/2018;Castilla La Mancha
25/10/2018;Ceuta
25/10/2018;Extremadura
25/10/2018;Galicia
25/10/2018;Madrid
25/10/2018;Melilla
25/10/2018;Navarra
25/10/2018;Valencia
25/10/2018;La Rioja
25/10/2018;Cataluña
25/10/2018;País Vasco
25/10/2018;Murcia
01/11/2018;Festivos nacionales
09/11/2018;Andalucia
09/11/2018;Festivos nacionales
09/11/2018;Aragón
09/11/2018;Asturias
09/11/2018;Baleares
09/11/2018;Canarias
09/11/2018;Cantabria
09/11/2018;Castilla y León
09/11/2018;Castilla La Mancha
09/11/2018;Ceuta
09/11/2018;Extremadura
09/11/2018;Galicia
09/11/2018;Madrid
09/11/2018;Melilla
09/11/2018;Navarra
09/11/2018;Valencia
09/11/2018;La Rioja
09/11/2018;Cataluña
09/11/2018;País Vasco
09/11/2018;Murcia
03/12/2018;Andalucia
03/12/2018;Festivos nacionales
03/12/2018;Aragón
03/12/2018;Asturias
03/12/2018;Baleares
03/12/2018;Canarias
03/12/2018;Cantabria
03/12/2018;Castilla y León
03/12/2018;Castilla La Mancha
03/12/2018;Ceuta
03/12/2018;Extremadura
03/12/2018;Galicia
03/12/2018;Madrid
03/12/2018;Melilla
03/12/2018;Navarra
03/12/2018;Valencia
03/12/2018;La Rioja
03/12/2018;Cataluña
03/12/2018;País Vasco
03/12/2018;Murcia
06/12/2018;Festivos nacionales
07/12/2018;Día Entre Festivos
10/12/2018;Festivos nacionales
24/12/2018;Nochebuena
25/12/2018;Festivos nacionales
26/12/2018;Cataluña
26/12/2018;Andalucia
26/12/2018;Festivos nacionales
26/12/2018;Aragón
26/12/2018;Asturias
26/12/2018;Baleares
26/12/2018;Canarias
26/12/2018;Cantabria
26/12/2018;Castilla y León
26/12/2018;Castilla La Mancha
26/12/2018;Ceuta
26/12/2018;Extremadura
26/12/2018;Galicia
26/12/2018;Madrid
26/12/2018;Melilla
26/12/2018;Navarra
26/12/2018;Valencia
26/12/2018;La Rioja
26/12/2018;País Vasco
26/12/2018;Murcia
31/12/2018;Nochevieja
01/01/2019;Festivos nacionales
07/01/2019;Festivos nacionales
28/02/2019;Festivos nacionales
28/02/2019;Andalucia
28/02/2019;Aragón
28/02/2019;Asturias
28/02/2019;Baleares
28/02/2019;Canarias
28/02/2019;Cantabria
28/02/2019;Castilla y León
28/02/2019;Castilla La Mancha
28/02/2019;Ceuta
28/02/2019;Extremadura
28/02/2019;Galicia
28/02/2019;Madrid
28/02/2019;Melilla
28/02/2019;Navarra
28/02/2019;Valencia
28/02/2019;La Rioja
28/02/2019;Cataluña
28/02/2019;País Vasco
28/02/2019;Murcia
01/03/2019;Andalucia
01/03/2019;Festivos nacionales
01/03/2019;Aragón
01/03/2019;Asturias
01/03/2019;Baleares
01/03/2019;Canarias
01/03/2019;Cantabria
01/03/2019;Castilla y León
01/03/2019;Castilla La Mancha
01/03/2019;Ceuta
01/03/2019;Extremadura
01/03/2019;Galicia
01/03/2019;Madrid
01/03/2019;Melilla
01/03/2019;Navarra
01/03/2019;Valencia
01/03/2019;La Rioja
01/03/2019;Cataluña
01/03/2019;País Vasco
01/03/2019;Murcia
19/03/2019;Andalucia
19/03/2019;Festivos nacionales
19/03/2019;Aragón
19/03/2019;Asturias
19/03/2019;Baleares
19/03/2019;Canarias
19/03/2019;Cantabria
19/03/2019;Castilla y León
19/03/2019;Castilla La Mancha
19/03/2019;Ceuta
19/03/2019;Extremadura
19/03/2019;Galicia
19/03/2019;Madrid
19/03/2019;Melilla
19/03/2019;Navarra
19/03/2019;Valencia
19/03/2019;La Rioja
19/03/2019;Cataluña
19/03/2019;País Vasco
19/03/2019;Murcia
15/04/2019;Día Entre Festivos
16/04/2019;Día Entre Festivos
17/04/2019;Día Entre Festivos
18/04/2019;Festivos nacionales
18/04/2019;Andalucia
18/04/2019;Aragón
18/04/2019;Asturias
18/04/2019;Baleares
18/04/2019;Canarias
18/04/2019;Cantabria
18/04/2019;Castilla y León
18/04/2019;Castilla La Mancha
18/04/2019;Ceuta
18/04/2019;Extremadura
18/04/2019;Galicia
18/04/2019;Madrid
18/04/2019;Melilla
18/04/2019;Navarra
18/04/2019;Valencia
18/04/2019;La Rioja
18/04/2019;Cataluña
18/04/2019;País Vasco
18/04/2019;Murcia
19/04/2019;Festivos nacionales
22/04/2019;Cataluña
22/04/2019;Andalucia
22/04/2019;Festivos nacionales
22/04/2019;Aragón
22/04/2019;Asturias
22/04/2019;Baleares
22/04/2019;Canarias
22/04/2019;Cantabria
22/04/2019;Castilla y León
22/04/2019;Castilla La Mancha
22/04/2019;Ceuta
22/04/2019;Extremadura
22/04/2019;Galicia
22/04/2019;Madrid
22/04/2019;Melilla
22/04/2019;Navarra
22/04/2019;Valencia
22/04/2019;La Rioja
22/04/2019;País Vasco
22/04/2019;Murcia
23/04/2019;Andalucia
23/04/2019;Festivos nacionales
23/04/2019;Aragón
23/04/2019;Asturias
23/04/2019;Baleares
23/04/2019;Canarias
23/04/2019;Cantabria
23/04/2019;Castilla y León
23/04/2019;Castilla La Mancha
23/04/2019;Ceuta
23/04/2019;Extremadura
23/04/2019;Galicia
23/04/2019;Madrid
23/04/2019;Melilla
23/04/2019;Navarra
23/04/2019;Valencia
23/04/2019;La Rioja
23/04/2019;Cataluña
23/04/2019;País Vasco
23/04/2019;Murcia
01/05/2019;Festivos nacionales
02/05/2019;Andalucia
02/05/2019;Festivos nacionales
02/05/2019;Aragón
02/05/2019;Asturias
02/05/2019;Baleares
02/05/2019;Canarias
02/05/2019;Cantabria
02/05/2019;Castilla y León
02/05/2019;Castilla La Mancha
02/05/2019;Ceuta
02/05/2019;Extremadura
02/05/2019;Galicia
02/05/2019;Madrid
02/05/2019;Melilla
02/05/2019;Navarra
02/05/2019;Valencia
02/05/2019;La Rioja
02/05/2019;Cataluña
02/05/2019;País Vasco
02/05/2019;Murcia
15/05/2019;Andalucia
15/05/2019;Festivos nacionales
15/05/2019;Aragón
15/05/2019;Asturias
15/05/2019;Baleares
15/05/2019;Canarias
15/05/2019;Cantabria
15/05/2019;Castilla y León
15/05/2019;Castilla La Mancha
15/05/2019;Ceuta
15/05/2019;Extremadura
15/05/2019;Galicia
15/05/2019;Madrid
15/05/2019;Melilla
15/05/2019;Navarra
15/05/2019;Valencia
15/05/2019;La Rioja
15/05/2019;Cataluña
15/05/2019;País Vasco
15/05/2019;Murcia
17/05/2019;Andalucia
17/05/2019;Festivos nacionales
17/05/2019;Aragón
17/05/2019;Asturias
17/05/2019;Baleares
17/05/2019;Canarias
17/05/2019;Cantabria
17/05/2019;Castilla y León
17/05/2019;Castilla La Mancha
17/05/2019;Ceuta
17/05/2019;Extremadura
17/05/2019;Galicia
17/05/2019;Madrid
17/05/2019;Melilla
17/05/2019;Navarra
17/05/2019;Valencia
17/05/2019;La Rioja
17/05/2019;Cataluña
17/05/2019;País Vasco
17/05/2019;Murcia
30/05/2019;Andalucia
30/05/2019;Festivos nacionales
30/05/2019;Aragón
30/05/2019;Asturias
30/05/2019;Baleares
30/05/2019;Canarias
30/05/2019;Cantabria
30/05/2019;Castilla y León
30/05/2019;Castilla La Mancha
30/05/2019;Ceuta
30/05/2019;Extremadura
30/05/2019;Galicia
30/05/2019;Madrid
30/05/2019;Melilla
30/05/2019;Navarra
30/05/2019;Valencia
30/05/2019;La Rioja
30/05/2019;Cataluña
30/05/2019;País Vasco
30/05/2019;Murcia
31/05/2019;Andalucia
31/05/2019;Festivos nacionales
31/05/2019;Aragón
31/05/2019;Asturias
31/05/2019;Baleares
31/05/2019;Canarias
31/05/2019;Cantabria
31/05/2019;Castilla y León
31/05/2019;Castilla La Mancha
31/05/2019;Ceuta
31/05/2019;Extremadura
31/05/2019;Galicia
31/05/2019;Madrid
31/05/2019;Melilla
31/05/2019;Navarra
31/05/2019;Valencia
31/05/2019;La Rioja
31/05/2019;Cataluña
31/05/2019;País Vasco
31/05/2019;Murcia
10/06/2019;Andalucia
10/06/2019;Andalucia
10/06/2019;Festivos nacionales
10/06/2019;Aragón
10/06/2019;Asturias
10/06/2019;Baleares
10/06/2019;Canarias
10/06/2019;Cantabria
10/06/2019;Castilla y León
10/06/2019;Castilla La Mancha
10/06/2019;Ceuta
10/06/2019;Extremadura
10/06/2019;Galicia
10/06/2019;Madrid
10/06/2019;Melilla
10/06/2019;Navarra
10/06/2019;Valencia
10/06/2019;La Rioja
10/06/2019;Festivos nacionales
10/06/2019;Aragón
10/06/2019;Asturias
10/06/2019;Baleares
10/06/2019;Canarias
10/06/2019;Cantabria
10/06/2019;Castilla y León
10/06/2019;Castilla La Mancha
10/06/2019;Ceuta
10/06/2019;Extremadura
10/06/2019;Galicia
10/06/2019;Madrid
10/06/2019;Melilla
10/06/2019;Navarra
10/06/2019;Valencia
10/06/2019;La Rioja
10/06/2019;Cataluña
10/06/2019;Cataluña
10/06/2019;País Vasco
10/06/2019;País Vasco
10/06/2019;Murcia
10/06/2019;Murcia
20/06/2019;Andalucia
20/06/2019;Festivos nacionales
20/06/2019;Aragón
20/06/2019;Asturias
20/06/2019;Baleares
20/06/2019;Canarias
20/06/2019;Cantabria
20/06/2019;Castilla y León
20/06/2019;Castilla La Mancha
20/06/2019;Ceuta
20/06/2019;Extremadura
20/06/2019;Galicia
20/06/2019;Madrid
20/06/2019;Melilla
20/06/2019;Navarra
20/06/2019;Valencia
20/06/2019;La Rioja
20/06/2019;Cataluña
20/06/2019;País Vasco
20/06/2019;Murcia
24/06/2019;Cataluña
24/06/2019;Andalucia
24/06/2019;Festivos nacionales
24/06/2019;Aragón
24/06/2019;Asturias
24/06/2019;Baleares
24/06/2019;Canarias
24/06/2019;Cantabria
24/06/2019;Castilla y León
24/06/2019;Castilla La Mancha
24/06/2019;Ceuta
24/06/2019;Extremadura
24/06/2019;Galicia
24/06/2019;Madrid
24/06/2019;Melilla
24/06/2019;Navarra
24/06/2019;Valencia
24/06/2019;La Rioja
24/06/2019;País Vasco
24/06/2019;Murcia
25/07/2019;Andalucia
25/07/2019;Festivos nacionales
25/07/2019;Aragón
25/07/2019;Asturias
25/07/2019;Baleares
25/07/2019;Canarias
25/07/2019;Cantabria
25/07/2019;Castilla y León
25/07/2019;Castilla La Mancha
25/07/2019;Ceuta
25/07/2019;Extremadura
25/07/2019;Galicia
25/07/2019;Madrid
25/07/2019;Melilla
25/07/2019;Navarra
25/07/2019;Valencia
25/07/2019;La Rioja
25/07/2019;Cataluña
25/07/2019;País Vasco
25/07/2019;Murcia
28/07/2019;Andalucia
28/07/2019;Festivos nacionales
28/07/2019;Aragón
28/07/2019;Asturias
28/07/2019;Baleares
28/07/2019;Canarias
28/07/2019;Cantabria
28/07/2019;Castilla y León
28/07/2019;Castilla La Mancha
28/07/2019;Ceuta
28/07/2019;Extremadura
28/07/2019;Galicia
28/07/2019;Madrid
28/07/2019;Melilla
28/07/2019;Navarra
28/07/2019;Valencia
28/07/2019;La Rioja
28/07/2019;Cataluña
28/07/2019;País Vasco
28/07/2019;Murcia
15/08/2019;Festivos nacionales
09/09/2019;Andalucia
09/09/2019;Andalucia
09/09/2019;Festivos nacionales
09/09/2019;Aragón
09/09/2019;Asturias
09/09/2019;Baleares
09/09/2019;Canarias
09/09/2019;Cantabria
09/09/2019;Castilla y León
09/09/2019;Castilla La Mancha
09/09/2019;Ceuta
09/09/2019;Extremadura
09/09/2019;Galicia
09/09/2019;Madrid
09/09/2019;Melilla
09/09/2019;Navarra
09/09/2019;Valencia
09/09/2019;La Rioja
09/09/2019;Festivos nacionales
09/09/2019;Aragón
09/09/2019;Asturias
09/09/2019;Baleares
09/09/2019;Canarias
09/09/2019;Cantabria
09/09/2019;Castilla y León
09/09/2019;Castilla La Mancha
09/09/2019;Ceuta
09/09/2019;Extremadura
09/09/2019;Galicia
09/09/2019;Madrid
09/09/2019;Melilla
09/09/2019;Navarra
09/09/2019;Valencia
09/09/2019;La Rioja
09/09/2019;Cataluña
09/09/2019;Cataluña
09/09/2019;País Vasco
09/09/2019;País Vasco
09/09/2019;Murcia
09/09/2019;Murcia
11/09/2019;Andalucia
11/09/2019;Cataluña
11/09/2019;Festivos nacionales
11/09/2019;Aragón
11/09/2019;Asturias
11/09/2019;Baleares
11/09/2019;Canarias
11/09/2019;Cantabria
11/09/2019;Castilla y León
11/09/2019;Castilla La Mancha
11/09/2019;Ceuta
11/09/2019;Extremadura
11/09/2019;Galicia
11/09/2019;Madrid
11/09/2019;Melilla
11/09/2019;Navarra
11/09/2019;Valencia
11/09/2019;La Rioja
11/09/2019;País Vasco
11/09/2019;Murcia
15/09/2019;Andalucia
15/09/2019;Festivos nacionales
15/09/2019;Aragón
15/09/2019;Asturias
15/09/2019;Baleares
15/09/2019;Canarias
15/09/2019;Cantabria
15/09/2019;Castilla y León
15/09/2019;Castilla La Mancha
15/09/2019;Ceuta
15/09/2019;Extremadura
15/09/2019;Galicia
15/09/2019;Madrid
15/09/2019;Melilla
15/09/2019;Navarra
15/09/2019;Valencia
15/09/2019;La Rioja
15/09/2019;Cataluña
15/09/2019;País Vasco
15/09/2019;Murcia
09/10/2019;Andalucia
09/10/2019;Festivos nacionales
09/10/2019;Aragón
09/10/2019;Asturias
09/10/2019;Baleares
09/10/2019;Canarias
09/10/2019;Cantabria
09/10/2019;Castilla y León
09/10/2019;Castilla La Mancha
09/10/2019;Ceuta
09/10/2019;Extremadura
09/10/2019;Galicia
09/10/2019;Madrid
09/10/2019;Melilla
09/10/2019;Navarra
09/10/2019;Valencia
09/10/2019;La Rioja
09/10/2019;Cataluña
09/10/2019;País Vasco
09/10/2019;Murcia
12/10/2019;Festivos nacionales
25/10/2019;Andalucia
25/10/2019;Festivos nacionales
25/10/2019;Aragón
25/10/2019;Asturias
25/10/2019;Baleares
25/10/2019;Canarias
25/10/2019;Cantabria
25/10/2019;Castilla y León
25/10/2019;Castilla La Mancha
25/10/2019;Ceuta
25/10/2019;Extremadura
25/10/2019;Galicia
25/10/2019;Madrid
25/10/2019;Melilla
25/10/2019;Navarra
25/10/2019;Valencia
25/10/2019;La Rioja
25/10/2019;Cataluña
25/10/2019;País Vasco
25/10/2019;Murcia
01/11/2019;Festivos nacionales
09/11/2019;Andalucia
09/11/2019;Festivos nacionales
09/11/2019;Aragón
09/11/2019;Asturias
09/11/2019;Baleares
09/11/2019;Canarias
09/11/2019;Cantabria
09/11/2019;Castilla y León
09/11/2019;Castilla La Mancha
09/11/2019;Ceuta
09/11/2019;Extremadura
09/11/2019;Galicia
09/11/2019;Madrid
09/11/2019;Melilla
09/11/2019;Navarra
09/11/2019;Valencia
09/11/2019;La Rioja
09/11/2019;Cataluña
09/11/2019;País Vasco
09/11/2019;Murcia
03/12/2019;Andalucia
03/12/2019;Festivos nacionales
03/12/2019;Aragón
03/12/2019;Asturias
03/12/2019;Baleares
03/12/2019;Canarias
03/12/2019;Cantabria
03/12/2019;Castilla y León
03/12/2019;Castilla La Mancha
03/12/2019;Ceuta
03/12/2019;Extremadura
03/12/2019;Galicia
03/12/2019;Madrid
03/12/2019;Melilla
03/12/2019;Navarra
03/12/2019;Valencia
03/12/2019;La Rioja
03/12/2019;Cataluña
03/12/2019;País Vasco
03/12/2019;Murcia
06/12/2019;Festivos nacionales
07/12/2019;Día Entre Festivos
09/12/2019;Festivos nacionales
24/12/2019;Nochebuena
25/12/2019;Festivos nacionales
26/12/2019;Andalucia
26/12/2019;Cataluña
26/12/2019;Festivos nacionales
26/12/2019;Aragón
26/12/2019;Asturias
26/12/2019;Baleares
26/12/2019;Canarias
26/12/2019;Cantabria
26/12/2019;Castilla y León
26/12/2019;Castilla La Mancha
26/12/2019;Ceuta
26/12/2019;Extremadura
26/12/2019;Galicia
26/12/2019;Madrid
26/12/2019;Melilla
26/12/2019;Navarra
26/12/2019;Valencia
26/12/2019;La Rioja
26/12/2019;País Vasco
26/12/2019;Murcia
31/12/2019;Nochevieja
01/01/2020;Festivos nacionales
06/01/2020;Festivos nacionales
28/02/2020;Cataluña
28/02/2020;Festivos nacionales
28/02/2020;Andalucia
28/02/2020;Aragón
28/02/2020;Asturias
28/02/2020;Baleares
28/02/2020;Canarias
28/02/2020;Cantabria
28/02/2020;Castilla y León
28/02/2020;Castilla La Mancha
28/02/2020;Ceuta
